,date,name,position,seniority,location,studio,client,project,team_name,engagement
6346,2023-02-08,Gabriela Pérez,Solutions Architect,Sr Level 3,MX/JALISCO/GDL,Engineering,EduSmart Systems,Catalyst Program,Star Wars: The Furry Awakens,1.05
6347,2023-02-09,Gabriela Pérez,Solutions Architect,Sr Level 3,MX/JALISCO/GDL,Engineering,EduSmart Systems,Catalyst Program,Star Wars: The Furry Awakens,4.16
6348,2023-02-10,Gabriela Pérez,Solutions Architect,Sr Level 3,MX/JALISCO/GDL,Engineering,EduSmart Systems,Catalyst Program,Star Wars: The Furry Awakens,4.25
6349,2023-02-13,Gabriela Pérez,Solutions Architect,Sr Level 3,MX/JALISCO/GDL,Engineering,EduSmart Systems,Catalyst Program,Star Wars: The Furry Awakens,3.98
6350,2023-02-14,Gabriela Pérez,Solutions Architect,Sr Level 3,MX/JALISCO/GDL,Engineering,EduSmart Systems,Catalyst Program,Star Wars: The Furry Awakens,4.02
6351,2023-02-15,Gabriela Pérez,Solutions Architect,Sr Level 3,MX/JALISCO/GDL,Engineering,EduSmart Systems,Catalyst Program,Star Wars: The Furry Awakens,3.72
6352,2023-02-16,Gabriela Pérez,Solutions Architect,Sr Level 3,MX/JALISCO/GDL,Engineering,EduSmart Systems,Catalyst Program,Star Wars: The Furry Awakens,4.5
6353,2023-02-17,Gabriela Pérez,Solutions Architect,Sr Level 3,MX/JALISCO/GDL,Engineering,EduSmart Systems,Catalyst Program,Star Wars: The Furry Awakens,4.5
6354,2023-01-02,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,4.64
6355,2023-01-03,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,5.0
6356,2023-01-04,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,4.54
6357,2023-01-05,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,4.49
6358,2023-01-06,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,4.44
6359,2023-01-09,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,4.39
6360,2023-01-10,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,4.34
6361,2023-01-11,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,4.29
6362,2023-01-12,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,4.74
6363,2023-01-13,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,4.19
6364,2023-01-16,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,4.14
6365,2023-01-17,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,4.09
6366,2023-01-18,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,4.04
6367,2023-01-19,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.99
6368,2023-01-20,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.94
6369,2023-01-23,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,4.39
6370,2023-01-24,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.84
6371,2023-01-25,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.79
6372,2023-01-26,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.74
6373,2023-01-27,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.69
6374,2023-01-30,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.64
6375,2023-01-31,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.59
6376,2023-02-01,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,4.04
6377,2023-02-02,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.49
6378,2023-02-03,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.44
6379,2023-02-07,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.39
6380,2023-02-08,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.34
6381,2023-02-09,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.29
6382,2023-02-10,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.24
6383,2023-02-13,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.69
6384,2023-02-14,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.14
6385,2023-02-15,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.09
6386,2023-02-16,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.04
6387,2023-02-17,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.99
6388,2023-02-20,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.94
6389,2023-02-21,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.89
6390,2023-02-22,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,3.34
6391,2023-02-23,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.79
6392,2023-02-24,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.74
6393,2023-02-27,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.69
6394,2023-02-28,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6395,2023-03-01,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6396,2023-03-02,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6397,2023-03-03,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.99
6398,2023-03-06,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6399,2023-03-07,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6400,2023-03-08,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6401,2023-03-09,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6402,2023-03-10,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6403,2023-03-13,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6404,2023-03-14,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6405,2023-03-15,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6406,2023-03-16,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6407,2023-03-17,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6408,2023-03-21,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6409,2023-03-22,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6410,2023-03-23,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6411,2023-03-24,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6412,2023-03-27,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6413,2023-03-28,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6414,2023-03-29,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6415,2023-03-30,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6416,2023-03-31,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6417,2023-04-03,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6418,2023-04-04,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6419,2023-04-05,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6420,2023-04-06,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6421,2023-04-10,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6422,2023-04-11,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6423,2023-04-12,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6424,2023-04-13,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6425,2023-04-14,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6426,2023-04-17,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6427,2023-04-18,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6428,2023-04-19,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6429,2023-04-20,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6430,2023-04-21,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6431,2023-04-24,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6432,2023-04-25,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6433,2023-04-26,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6434,2023-04-27,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6435,2023-04-28,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6436,2023-05-02,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6437,2023-05-03,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6438,2023-05-04,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6439,2023-05-05,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6440,2023-05-08,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,0.64
6441,2023-05-09,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,0.64
6442,2023-05-10,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,0.64
6443,2023-05-11,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6444,2023-05-12,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6445,2023-05-15,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6446,2023-05-16,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6447,2023-05-17,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6448,2023-05-18,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6449,2023-05-19,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6450,2023-05-22,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6451,2023-05-23,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6452,2023-05-24,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6453,2023-05-25,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6454,2023-05-26,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6455,2023-05-29,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6456,2023-05-30,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6457,2023-05-31,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6458,2023-06-01,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6459,2023-06-02,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6460,2023-06-05,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6461,2023-06-06,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6462,2023-06-07,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6463,2023-06-08,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6464,2023-06-09,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6465,2023-06-12,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6466,2023-06-13,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6467,2023-06-14,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6468,2023-06-15,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6469,2023-06-16,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6470,2023-06-19,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6471,2023-06-20,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6472,2023-06-21,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6473,2023-06-22,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6474,2023-06-23,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6475,2023-06-26,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6476,2023-06-27,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6477,2023-06-28,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6478,2023-06-29,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6479,2023-06-30,Elena Castaño,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6480,2023-01-02,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6481,2023-01-03,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6482,2023-01-04,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6483,2023-01-05,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6484,2023-01-06,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6485,2023-01-09,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6486,2023-01-10,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6487,2023-01-11,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6488,2023-01-12,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6489,2023-01-13,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6490,2023-01-16,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6491,2023-01-17,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6492,2023-01-18,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6493,2023-01-19,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6494,2023-01-20,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6495,2023-01-23,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6496,2023-01-24,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6497,2023-01-25,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6498,2023-01-26,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6499,2023-01-27,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6500,2023-01-30,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6501,2023-01-31,Valeria Castañeda,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,Nexus Development,The Great Catsby,2.65
6502,2023-01-02,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.53
6503,2023-01-03,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.48
6504,2023-01-04,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.86
6505,2023-01-05,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,4.19
6506,2023-01-06,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,4.31
6507,2023-01-09,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,4.32
6508,2023-01-10,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,4.11
6509,2023-01-11,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,4.17
6510,2023-01-12,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.75
6511,2023-01-13,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,4.02
6512,2023-01-16,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.82
6513,2023-01-17,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,4.42
6514,2023-01-18,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,4.21
6515,2023-01-19,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.79
6516,2023-01-20,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.97
6517,2023-01-23,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.87
6518,2023-01-24,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.95
6519,2023-01-25,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.96
6520,2023-01-26,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.77
6521,2023-01-27,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.91
6522,2023-01-30,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.86
6523,2023-01-31,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,4.28
6524,2023-02-01,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.91
6525,2023-02-02,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,4.29
6526,2023-02-03,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,4.09
6527,2023-02-07,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,4.06
6528,2023-02-08,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,4.31
6529,2023-02-09,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,0.43
6530,2023-02-10,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,0.43
6531,2023-02-13,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,2.94
6532,2023-02-14,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.15
6533,2023-02-15,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.22
6534,2023-02-16,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.33
6535,2023-02-17,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,2.96
6536,2023-02-20,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.03
6537,2023-02-21,Sergio Medina,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,Nexus Development,The Great Catsby,3.29
